Repository,Age (days),Created Date,Accepted PRs,Releases,Days Since Update,Primary Language,Closed Issues Ratio
huiyadanli/RevokeMsgPatcher,2223,2019-07-21,11,21,0,C#,0.94
geekan/HowToLiveLonger,1223,2022-04-16,14,0,0,Unknown,0.75
zenorocha/clipboard.js,3625,2015-09-18,117,42,0,JavaScript,0.98
ManimCommunity/manim,1920,2020-05-19,1926,29,0,Python,0.78
portainer/portainer,3381,2016-05-19,4777,162,0,TypeScript,0.9
myshell-ai/OpenVoice,631,2023-11-29,17,0,0,Python,0.21
solidjs/solid,2676,2018-04-24,385,35,0,TypeScript,0.91
llvm/llvm-project,3179,2016-12-07,55656,136,0,LLVM,0.7
testerSunshine/12306,3018,2017-05-17,31,1,0,Python,0.67
jaywcjlove/linux-command,3204,2016-11-12,356,31,0,Markdown,0.64
atlassian/react-beautiful-dnd,2934,2017-08-09,530,68,0,JavaScript,0.65
typicode/husky,4077,2014-06-23,262,80,0,JavaScript,0.93
laravel/framework,4606,2013-01-10,16632,855,0,PHP,1.0
python-poetry/poetry,2731,2018-02-28,2331,142,0,Python,0.92
xkcoding/spring-boot-demo,2841,2017-11-10,15,0,0,Java,0.42
anoma/anoma,1661,2021-02-02,856,10,0,Elixir,0.83
geekcomputers/Python,5013,2011-11-30,1846,0,0,Python,0.31
zsh-users/zsh-autosuggestions,4317,2013-10-26,116,0,0,Shell,0.75
shadowsocks/shadowsocks,4871,2012-04-20,70,2,0,Python,0
halfrost/LeetCode-Go,2956,2017-07-18,178,4,0,Go,0.8
Blankj/AndroidUtilCode,3309,2016-07-30,88,117,0,Java,0.81
alibaba/easyexcel,2753,2018-02-06,190,14,0,Java,0.87
AFNetworking/AFNetworking,5196,2011-05-31,710,40,0,Objective-C,0
zxing/zxing,5062,2011-10-12,318,31,0,Java,0.99
TheAlgorithms/JavaScript,2961,2017-07-13,795,0,0,JavaScript,0.96
deepseek-ai/awesome-deepseek-integration,588,2024-01-11,230,0,0,Unknown,0.31
mattermost/mattermost,3720,2015-06-15,19259,845,0,TypeScript,0.93
aseprite/aseprite,4020,2014-08-19,406,117,0,C++,0.58
ShareX/ShareX,4335,2013-10-08,751,83,0,C#,0.93
veggiemonk/awesome-docker,3987,2014-09-21,939,1,0,Unknown,0.98
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,3799,2015-03-28,98,0,0,JavaScript,0.69
Pythagora-io/gpt-pilot,736,2023-08-16,393,0,0,Python,0.57
ehang-io/nps,2482,2018-11-04,74,59,0,Go,0.58
XX-net/XX-Net,3871,2015-01-15,363,388,0,Python,0.41
exelban/stats,2276,2019-05-29,409,301,0,Swift,0.99
jax-ml/jax,2492,2018-10-25,15091,126,0,Python,0.75
carbon-language/carbon-lang,1942,2020-04-27,4355,410,0,C++,0.79
adobe/brackets,5006,2011-12-07,4332,69,2,JavaScript,0.73
danielmiessler/Fabric,596,2024-01-03,435,248,0,JavaScript,0.86
harness/harness,4213,2014-02-07,1047,53,0,Go,0.96
gulpjs/gulp,4431,2013-07-04,411,24,0,JavaScript,0.99
immutable-js/immutable-js,4068,2014-07-02,598,89,0,TypeScript,0.93
mifi/lossless-cut,3217,2016-10-30,202,100,0,TypeScript,0.87
SeleniumHQ/selenium,4602,2013-01-14,3014,108,0,Java,0.99
bilibili/ijkplayer,4462,2013-06-03,35,0,0,C,0.47
hashicorp/vault,3830,2015-02-25,21302,168,0,Go,0.82
qishibo/AnotherRedisDesktopManager,2417,2019-01-08,152,53,0,JavaScript,0.87
CMU-Perceptual-Computing-Lab/openpose,3041,2017-04-24,174,15,0,C++,0.83
lllyasviel/ControlNet,932,2023-02-01,4,0,0,Python,0.24
YunaiV/ruoyi-vue-pro,1670,2021-01-24,62,44,0,Java,1.0
shadowsocks/ShadowsocksX-NG,3359,2016-06-10,64,30,0,Swift,0.77
PatrickJS/awesome-cursorrules,339,2024-09-16,64,0,0,MDX,0.2
bayandin/awesome-awesomeness,4062,2014-07-08,197,0,0,Ruby,0.76
lib-pku/libpku,2464,2018-11-22,22,0,0,TeX,0.74
TheAlgorithms/C-Plus-Plus,3323,2016-07-16,685,0,0,C++,0.97
AmruthPillai/Reactive-Resume,1975,2020-03-25,633,95,0,TypeScript,0.8
swc-project/swc,2799,2017-12-22,5595,714,0,Rust,0.9
facebookresearch/detectron2,2177,2019-09-05,0,10,0,Python,0.87
qbittorrent/qBittorrent,4947,2012-02-04,3928,0,0,C++,0.86
alan2207/bulletproof-react,1544,2021-05-30,70,0,0,TypeScript,0.67
DataTalksClub/data-engineering-zoomcamp,1400,2021-10-21,395,0,0,Jupyter Notebook,0.99
jqlang/jq,4782,2012-07-18,640,15,0,C,0.84
pnpm/pnpm,3493,2016-01-28,2675,1000,0,TypeScript,0.62
certbot/certbot,3935,2014-11-12,4004,62,0,Python,0.98
pbatard/rufus,5024,2011-11-19,1,84,0,C,1.0
drawdb-io/drawdb,767,2023-07-16,232,0,0,JavaScript,0.65
ibraheemdev/modern-unix,1682,2021-01-12,15,0,0,Unknown,0.36
refinedev/refine,1674,2021-01-20,4425,1000,0,TypeScript,0.98
pcottle/learnGitBranching,4756,2012-08-13,606,0,0,JavaScript,0.91
google/material-design-lite,3872,2015-01-14,655,14,1,HTML,0.83
gchq/CyberChef,3188,2016-11-28,510,447,0,JavaScript,0.59
SerenityOS/serenity,2454,2018-12-02,19525,0,0,C++,0.83
explosion/spaCy,4067,2014-07-03,3590,129,0,Python,0.97
beego/beego,4922,2012-02-29,1325,42,1,Go,1.0
xinntao/Real-ESRGAN,1494,2021-07-19,21,10,0,Python,0.24
CorentinTh/it-tools,1964,2020-04-05,491,10,0,Vue,0.32
duckdb/duckdb,2613,2018-06-26,8206,51,0,C++,0.93
lizongying/my-tv,626,2023-12-04,11,72,0,C,0.84
directus/directus,4635,2012-12-12,8086,342,0,TypeScript,0.97
ueberdosis/tiptap,2558,2018-08-20,1250,897,0,TypeScript,0.78
mckaywrigley/chatbot-ui,894,2023-03-11,280,0,0,TypeScript,0.82
agno-agi/agno,1205,2022-05-04,1745,86,0,Python,0.9
The-Run-Philosophy-Organization/run,1229,2022-04-10,171,0,0,Unknown,0.84
TabbyML/tabby,889,2023-03-16,2969,241,0,Rust,0.78
balena-io/etcher,3586,2015-10-27,1731,289,0,TypeScript,0.77
alibaba/nacos,2624,2018-06-15,3156,84,0,Java,0.97
Chanzhaoyu/chatgpt-web,924,2023-02-09,159,43,0,Vue,1.0
pathwaycom/pathway,998,2022-11-27,5,75,0,Python,0.55
CherryHQ/cherry-studio,454,2024-05-24,1929,191,0,TypeScript,0.92
yewstack/yew,2805,2017-12-16,1802,35,0,Rust,0.91
vercel/swr,2124,2019-10-28,795,123,0,TypeScript,0.85
ziadoz/awesome-php,4286,2013-11-26,453,0,0,Unknown,0.99
chatanywhere/GPT_API_free,851,2023-04-23,1,0,0,Python,0.94
v2fly/v2ray-core,2320,2019-04-15,909,111,0,Go,0.96
Trinea/android-open-project,4246,2014-01-05,204,0,0,Unknown,0.87
binarywang/WxJava,3515,2016-01-06,1053,30,0,Java,0.97
shardeum/shardeum,492,2024-04-16,325,0,0,TypeScript,0.87
mpv-player/mpv,4695,2012-10-13,3500,87,0,C,0.91
vnpy/vnpy,3825,2015-03-02,1055,64,0,Python,0.99
facebookresearch/fairseq,2914,2017-08-29,234,16,0,Python,0.72
hasura/graphql-engine,2621,2018-06-18,2110,294,0,TypeScript,0.65
zeromicro/go-zero,1840,2020-08-07,2321,140,0,Go,0.88
yunjey/pytorch-tutorial,3086,2017-03-10,28,0,0,Python,0.63
mouredev/Hello-Python,1114,2022-08-03,0,0,0,Python,0.94
open-mmlab/mmdetection,2556,2018-08-22,2359,53,0,Python,0.79
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,878,2023-03-27,475,7,0,Python,0.68
floating-ui/floating-ui,3432,2016-03-29,1190,497,0,TypeScript,0.98
qier222/YesPlayMusic,1777,2020-10-09,288,31,0,Vue,0.66
remix-run/remix,1760,2020-10-26,3441,175,0,TypeScript,1.0
RSSNext/Folo,500,2024-04-08,1254,70,0,TypeScript,0.91
niklasvh/html2canvas,5150,2011-07-16,186,45,0,TypeScript,0.63
kuchin/awesome-cto,3170,2016-12-16,18,0,0,Unknown,1.0
amix/vimrc,4832,2012-05-29,107,0,0,Vim Script,0.98
labstack/echo,3826,2015-03-01,592,109,0,Go,0.95
ReactiveX/rxjs,3812,2015-03-15,2588,2,0,TypeScript,0.93
airbnb/lottie-web,3835,2015-02-20,136,0,0,JavaScript,0.73
microsoft/MS-DOS,2614,2018-06-25,37,0,0,Assembly,0
IceWhaleTech/CasaOS,1425,2021-09-26,274,97,0,Go,0.57
servo/servo,4943,2012-02-08,20505,0,0,HTML,0.79
lutzroeder/netron,5352,2010-12-26,1,2,0,JavaScript,0.98
cockroachdb/cockroach,4214,2014-02-06,67678,0,0,Go,0.92
xyflow/xyflow,2229,2019-07-15,1402,350,0,TypeScript,0.96
backstage/backstage,2036,2020-01-24,18961,443,0,TypeScript,0.95
cursor/cursor,893,2023-03-12,46,0,0,Unknown,0.37
mli/paper-reading,1399,2021-10-22,15,0,0,Unknown,0
OpenCut-app/OpenCut,60,2025-06-22,179,0,0,TypeScript,0.38
google-ai-edge/mediapipe,2261,2019-06-13,201,63,0,C++,0.92
ianstormtaylor/slate,3351,2016-06-18,1938,203,0,TypeScript,0.79
mqyqingfeng/Blog,3083,2017-03-13,3,0,1,Unknown,0.28
dokku/dokku,4457,2013-06-08,4157,300,0,Shell,0.98
lovell/sharp,4385,2013-08-19,302,99,0,JavaScript,0.97
0xAX/linux-insides,3883,2015-01-03,579,0,0,Python,0.81
mathiasbynens/dotfiles,5099,2011-09-05,44,0,0,Shell,0.65
coolsnowwolf/lede,2906,2017-09-06,2020,6,0,C,0.92
MonitorControl/MonitorControl,2896,2017-09-16,216,26,0,Swift,0.98
ocrmypdf/OCRmyPDF,4262,2013-12-20,153,41,0,Python,0.9
blueimp/jQuery-File-Upload,5377,2010-12-01,119,0,0,PHP,0.99
filebrowser/filebrowser,3632,2015-09-11,607,97,0,Go,0.99
schollz/croc,2865,2017-10-17,236,175,0,Go,0.98
1Panel-dev/1Panel,1129,2022-07-19,3812,96,0,Go,0.88
anthropics/claude-code,180,2025-02-22,59,0,0,TypeScript,0.55
kubernetes/minikube,3415,2016-04-15,8789,151,0,Go,0.95
vadimdemedes/ink,2992,2017-06-12,235,63,0,TypeScript,0.81
derailed/k9s,2400,2019-01-25,838,248,0,Go,0.81
paperless-ngx/paperless-ngx,1286,2022-02-12,2564,122,0,Python,1.0
khoj-ai/khoj,1466,2021-08-16,475,158,0,Python,0.86
XTLS/Xray-core,1746,2020-11-09,1015,90,0,Go,1.0
alibaba/p3c,2981,2017-06-23,62,0,0,Kotlin,0.81
apache/kafka,5120,2011-08-15,11805,0,0,Java,0
codex-team/editor.js,3554,2015-11-28,863,102,0,TypeScript,0.61
fish-shell/fish-shell,4851,2012-05-10,2146,48,0,Rust,0.94
donnemartin/interactive-coding-challenges,3768,2015-04-28,176,0,0,Python,0.46
SortableJS/Sortable,4263,2013-12-19,248,30,0,JavaScript,0.74
awesome-foss/awesome-sysadmin,3894,2014-12-23,329,0,0,Unknown,0.86
juanfont/headscale,1887,2020-06-21,1053,124,0,Go,0.91
Textualize/textual,1596,2021-04-08,2177,185,0,Python,0.92
google/comprehensive-rust,974,2022-12-21,2173,0,0,Rust,0.68
ityouknow/spring-boot-examples,3211,2016-11-05,7,0,0,Java,0.91
k3s-io/k3s,2639,2018-05-31,4068,885,0,Go,0.98
microsoft/calculator,2397,2019-01-28,899,0,0,C++,0.64
nextcloud/server,3367,2016-06-02,28163,349,0,PHP,0.89
utmapp/UTM,2323,2019-04-12,266,122,0,Swift,0.74
influxdata/influxdb,4347,2013-09-26,10606,93,0,Rust,0.85
symfony/symfony,5708,2010-01-04,24288,555,0,PHP,0.97
parallax/jsPDF,5737,2009-12-06,718,35,0,JavaScript,0.96
huggingface/diffusers,1179,2022-05-30,4997,86,0,Python,0.89
microsoft/Data-Science-For-Beginners,1632,2021-03-03,308,0,0,Jupyter Notebook,0.8
openai/CLIP,1709,2020-12-16,28,0,0,Jupyter Notebook,0.44
ascoders/weekly,3076,2017-03-20,136,193,0,JavaScript,0.99
gkd-kit/gkd,779,2023-07-04,6,53,0,Kotlin,0.98
webtorrent/webtorrent,4328,2013-10-15,963,228,0,JavaScript,0.96
TriliumNext/Trilium,3012,2017-05-23,622,334,0,TypeScript,0.76
facebook/rocksdb,4647,2012-11-30,609,206,0,C++,0.77
fabricjs/fabric.js,5552,2010-06-09,2343,174,0,TypeScript,0.93
medusajs/medusa,2042,2020-01-18,7464,128,0,TypeScript,0.97
layui/layui,3621,2015-09-22,590,158,0,JavaScript,0.95
Binaryify/NeteaseCloudMusicApi,3347,2016-06-22,292,0,0,Unknown,0.89
iawia002/lux,2735,2018-02-24,300,86,0,Go,0.51
exo-explore/exo,423,2024-06-24,207,12,0,Python,0.29
umami-software/umami,1861,2020-07-17,799,99,0,TypeScript,0.96
tqdm/tqdm,3732,2015-06-03,287,131,0,Python,0.57
docsifyjs/docsify,3196,2016-11-20,731,15,0,JavaScript,0.93
linexjlin/GPTs,649,2023-11-11,42,0,0,Unknown,0.75
alpinejs/alpine,2093,2019-11-28,657,137,0,HTML,1.0
joshbuchea/HEAD,3410,2016-04-20,86,0,0,Unknown,0.78
numpy/numpy,5456,2010-09-13,13093,132,0,Python,0.84
AMAI-GmbH/AI-Expert-Roadmap,1762,2020-10-24,13,0,0,JavaScript,0.7
s0md3v/roop,816,2023-05-28,80,6,0,Python,0
DioxusLabs/dioxus,1679,2021-01-15,1768,25,0,Rust,0.79
sequelize/sequelize,5509,2010-07-22,4961,487,0,TypeScript,0.91
tatsu-lab/stanford_alpaca,895,2023-03-10,5,0,0,Python,0.37
OWASP/CheatSheetSeries,2435,2018-12-21,1076,0,0,Python,0.92
OAI/OpenAPI-Specification,4189,2014-03-03,1584,12,0,Markdown,0.94
GyulyVGC/sniffnet,1117,2022-07-31,430,14,0,Rust,0.85
transloadit/uppy,3566,2015-11-16,3106,202,0,TypeScript,0.94
chinabugotech/hutool,4148,2014-04-13,454,152,0,Java,1.0
Lightning-AI/pytorch-lightning,2335,2019-03-31,9085,167,0,Python,0.88
pathwaycom/llm-app,764,2023-07-19,47,0,0,Jupyter Notebook,0.71
tinygrad/tinygrad,1768,2020-10-18,7941,13,0,Python,0.86
VincentGarreau/particles.js,4002,2014-09-06,21,6,0,JavaScript,0.26
surrealdb/surrealdb,1351,2021-12-09,2145,92,0,Rust,0.68
drizzle-team/drizzle-orm,1519,2021-06-24,610,146,0,TypeScript,0.54
square/leakcanary,3767,2015-04-29,921,43,0,Kotlin,0.92
foundation/foundation-sites,5061,2011-10-13,2958,79,0,HTML,0.99
AdguardTeam/AdGuardHome,3333,2016-07-06,124,214,0,Go,0.8
DevToys-app/DevToys,1422,2021-09-29,497,38,0,C#,0.71
restic/restic,4134,2014-04-27,2184,48,0,Go,0.85
herrbischoff/awesome-macos-command-line,3621,2015-09-22,104,0,0,Unknown,0
jobbole/awesome-python-cn,3579,2015-11-03,51,0,0,Makefile,0.58
vuejs/vue-cli,3526,2015-12-26,1259,178,0,JavaScript,0.83
cheeriojs/cheerio,5065,2011-10-09,2840,61,0,TypeScript,0.98
facebook/folly,4829,2012-06-01,13,254,0,C++,0.76
nothings/stb,4106,2014-05-25,288,0,0,C,0.78
wailsapp/wails,2441,2018-12-15,1503,242,0,Go,0.88
trailofbits/algo,3385,2016-05-15,575,2,0,Python,0.95
hyprwm/Hyprland,1254,2022-03-16,1879,96,0,C++,0.99
JushBJJ/Mr.-Ranedeer-AI-Tutor,874,2023-03-31,18,3,0,Unknown,0.72
microsoft/WSL,3424,2016-04-06,137,94,0,C++,0.91
vbenjs/vue-vben-admin,1867,2020-07-11,1638,60,0,Vue,0.96
apolloconfig/apollo,3457,2016-03-04,1449,41,0,Java,0.96
nicolargo/glances,5009,2011-12-04,743,51,0,Python,0.94
motiondivision/motion,2470,2018-11-16,1061,0,0,TypeScript,0.85
elsewhencode/project-guidelines,2974,2017-06-30,113,0,0,JavaScript,0.76
react-boilerplate/react-boilerplate,3837,2015-02-18,715,16,0,JavaScript,0.95
aosabook/500lines,4308,2013-11-04,175,0,0,JavaScript,0.59
ariya/phantomjs,5351,2010-12-27,562,0,2,C++,1.0
mantinedev/mantine,1687,2021-01-07,1491,271,0,TypeScript,0.99
pmndrs/react-three-fiber,2369,2019-02-25,651,125,0,TypeScript,0.93
encode/django-rest-framework,5286,2011-03-02,3021,21,0,Python,0.99
heyverse/hey,1251,2022-03-19,3765,0,0,TypeScript,0
IanLunn/Hover,4249,2014-01-02,23,10,0,SCSS,0.78
tokio-rs/tokio,3268,2016-09-09,3596,138,0,Rust,0.87
AllThingsSmitty/css-protips,3645,2015-08-29,73,0,0,Unknown,0.98
standard/standard,3859,2015-01-27,411,7,0,JavaScript,0.91
alibaba/canal,4603,2013-01-13,473,32,0,Java,0.75
danny-avila/LibreChat,921,2023-02-12,2137,58,0,TypeScript,0.95
GoogleChrome/lighthouse,3453,2016-03-08,5467,125,0,JavaScript,0.95
hashicorp/consul,4308,2013-11-04,13733,217,0,Go,0.77
ageron/handson-ml2,2417,2019-01-08,64,0,0,Jupyter Notebook,0.58
xuxueli/xxl-job,3554,2015-11-28,113,38,0,Java,0.93
lukehoban/es6features,4189,2014-03-03,41,0,0,Unknown,0.63
realpython/python-guide,5273,2011-03-15,683,0,0,Batchfile,0.65
iperov/DeepFaceLive,1710,2020-12-15,13,35,0,Python,0.99
keycloak/keycloak,4433,2013-07-02,17532,87,0,Java,0.87
GorvGoyl/Clone-Wars,1723,2020-12-02,130,0,0,Unknown,0.85
firecracker-microvm/firecracker,2863,2017-10-19,3186,78,0,Rust,0.97
spf13/viper,4159,2014-04-02,507,34,0,Go,0.54
XIU2/TrackersListCollection,2149,2019-10-03,7,0,0,Unknown,0
kodecocodes/swift-algorithm-club,3495,2016-01-26,610,0,0,Swift,0.85
google-research/tuning_playbook,946,2023-01-18,14,0,0,Unknown,0.76
sampotts/plyr,3841,2015-02-14,384,88,0,JavaScript,0.58
composer/composer,5188,2011-06-08,2958,215,0,PHP,0.99
CSSEGISandData/COVID-19,2025,2020-02-04,2152,0,0,Unknown,0.55
ajeetdsouza/zoxide,1995,2020-03-05,226,36,0,Rust,0.85
refined-github/refined-github,3475,2016-02-15,3427,173,0,TypeScript,0.97
wuyouzhuguli/SpringAll,2668,2018-05-02,1,0,0,Java,0.56
meta-llama/llama3,524,2024-03-15,23,0,0,Python,0.41
postcss/postcss,4349,2013-09-24,760,268,0,TypeScript,0.97
pmndrs/react-spring,2724,2018-03-07,437,52,0,TypeScript,0.91
Pierian-Data/Complete-Python-3-Bootcamp,2747,2018-02-12,12,0,0,Jupyter Notebook,0.61
tastejs/todomvc,5193,2011-06-03,760,6,0,JavaScript,0.84
dragonflydb/dragonfly,1349,2021-12-11,3315,108,0,C++,0.85
StevenBlack/hosts,4879,2012-04-12,486,780,0,Python,0.95
alibaba/spring-cloud-alibaba,2820,2017-12-01,1077,48,0,Java,0.92
wesbos/JavaScript30,3179,2016-12-07,153,0,0,HTML,0
cfenollosa/os-tutorial,3979,2014-09-29,11,0,0,C,0.58
Ebazhanov/linkedin-skill-assessments-quizzes,2231,2019-07-13,5638,1,0,Unknown,0.91
kovidgoyal/kitty,3231,2016-10-16,1131,128,0,Python,1.0
statelyai/xstate,3629,2015-09-14,1976,442,0,TypeScript,0.92
kenwheeler/slick,4168,2014-03-24,258,48,0,JavaScript,0.67
microsoft/qlib,1833,2020-08-14,725,23,0,Python,0.74
feder-cr/Jobs_Applier_AI_Agent_AIHawk,382,2024-08-04,185,0,0,Python,0.98
ZuzooVn/machine-learning-for-software-engineers,3238,2016-10-09,60,0,0,Unknown,0.35
grafana/k6,3440,2016-03-21,2161,77,0,Go,0.7
immerjs/immer,2792,2017-12-29,374,109,0,JavaScript,0.95
PostHog/posthog,2037,2020-01-23,25088,19,0,Python,0.72
AvaloniaUI/Avalonia,4277,2013-12-05,5317,110,0,C#,0.78
valinet/ExplorerPatcher,1473,2021-08-09,18,288,0,C,0.89
continuedev/continue,820,2023-05-24,2832,392,0,TypeScript,0.8
donnemartin/data-science-ipython-notebooks,3863,2015-01-23,31,0,0,Python,0.54
vercel/turborepo,1416,2021-10-05,6225,496,0,Rust,0.93
shengxinjing/programmer-job-blacklist,3344,2016-06-25,28,0,0,Shell,0.54
sunface/rust-course,2571,2018-08-07,783,0,0,Rust,0.71
vuejs/vuex,3689,2015-07-16,656,51,0,JavaScript,0.92
jumpserver/jumpserver,4066,2014-07-04,7545,250,0,Python,1.0
openai/openai-python,1761,2020-10-25,995,320,0,Python,0.92
containers/podman,2850,2017-11-01,11712,228,0,Go,0.92
codepath/android_guides,4446,2013-06-19,9,0,0,Unknown,0.57
helm/helm,3607,2015-10-06,4109,216,0,Go,0.94
openssl/openssl,4601,2013-01-15,145,283,0,C,0.87
jamiebuilds/the-super-tiny-compiler,3450,2016-03-11,20,0,0,JavaScript,0
telegramdesktop/tdesktop,4129,2014-05-02,1745,798,0,C++,0.94
viraptor/reverse-interview,2174,2019-09-08,75,0,0,Unknown,0.72
VSCodium/vscodium,2565,2018-08-13,549,240,0,Shell,0.92
MichaelCade/90DaysOfDevOps,1334,2021-12-26,358,2,0,Shell,0.9
LizardByte/Sunshine,1345,2021-12-15,1470,43,0,C++,0.93
eugeneyan/applied-ml,1874,2020-07-04,208,0,0,Unknown,0.92
caolan/async,5560,2010-06-01,558,7,1,JavaScript,0.99
GitbookIO/gitbook,4161,2014-03-31,1297,75,0,TypeScript,0.99
linera-io/linera-protocol,1341,2021-12-19,2683,18,0,Rust,0.62
alibaba/druid,5040,2011-11-03,1517,51,0,Java,0.5
digitalocean/nginxconfig.io,2785,2018-01-05,191,0,0,JavaScript,0.77
NginxProxyManager/nginx-proxy-manager,2801,2017-12-20,526,77,0,JavaScript,0.69
jashkenas/backbone,5439,2010-09-30,881,0,1,JavaScript,0.98
datalab-to/marker,661,2023-10-30,199,63,0,Python,0.52
dnSpy/dnSpy,3704,2015-07-01,53,1,0,C#,0
swagger-api/swagger-ui,5151,2011-07-15,3308,376,0,JavaScript,0.79
python-telegram-bot/python-telegram-bot,3698,2015-07-07,1636,127,0,Python,0.99
zhiwehu/Python-programming-exercises,4816,2012-06-14,0,0,0,Unknown,0.2
acheong08/ChatGPT,992,2022-12-03,292,277,0,Python,0.99
mobxjs/mobx,3813,2015-03-14,1152,113,1,TypeScript,0.97
JedWatson/react-select,4013,2014-08-26,1054,61,0,TypeScript,0.9
nagadomi/waifu2x,3749,2015-05-17,68,3,0,Lua,0.59
aquasecurity/trivy,2324,2019-04-11,3180,171,0,Go,0.95
ChartsOrg/Charts,3807,2015-03-20,427,38,0,Swift,0.79
lenve/vhr,2786,2018-01-04,1,0,0,Java,0.38
frappe/erpnext,5188,2011-06-08,26444,1000,0,Python,0.86
google/python-fire,3103,2017-02-21,135,12,0,Python,0.62
tailwindlabs/headlessui,1800,2020-09-16,619,127,0,TypeScript,0.92
qianguyihao/Web,3152,2017-01-03,0,0,0,Unknown,0.69
raysan5/raylib,4319,2013-10-24,2162,24,0,C,0.99
geekcompany/ResumeSample,4000,2014-09-08,2,0,0,Unknown,0
t3-oss/create-t3-app,1185,2022-05-24,1114,138,0,TypeScript,0.91
nginx/nginx,3712,2015-06-23,95,8,0,C,0.49
michalsnik/aos,3696,2015-07-09,38,0,0,JavaScript,0.51
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,4602,2013-01-14,243,0,0,Jupyter Notebook,0.36
BerriAI/litellm,757,2023-07-27,5313,987,0,Python,0.87
kingToolbox/WindTerm,2143,2019-10-09,1,32,0,C,0.21
getredash/redash,4315,2013-10-28,3255,100,0,Python,0.76
sxyazi/yazi,775,2023-07-08,953,27,0,Rust,0.97
YMFE/yapi,3370,2016-05-30,141,1,0,JavaScript,0.38
JaidedAI/EasyOCR,1986,2020-03-14,177,23,0,Python,0.57
flameshot-org/flameshot,3025,2017-05-10,964,30,0,C++,0.76
tj/commander.js,5121,2011-08-14,827,83,0,JavaScript,0.99
svc-develop-team/so-vits-svc,895,2023-03-10,153,0,0,Python,0.84
imDazui/Tvlist-awesome-m3u-m3u8,3106,2017-02-18,1,0,0,Unknown,0.67
